0.20000,0.00000,-0.10000
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	-0.06139,-0.00567,0.10874	0.00244,0.00023,0.03198	0.17207,0.01591,-0.02614
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	-0.06139,-0.00567,0.10874	0.00244,0.00023,0.03198	0.17207,0.01591,-0.02614
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	-0.06139,-0.00567,0.10874	0.00244,0.00023,0.03198	0.17207,0.01591,-0.02614
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.03885,0.00000,0.12215	0.04374,-0.00000,0.02227	0.13622,-0.00000,-0.13216
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	-0.03033,-0.00000,0.12529	-0.00221,0.00000,0.02932	0.14397,-0.00000,-0.07570
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	-0.03033,-0.00000,0.12529	-0.00221,0.00000,0.02932	0.14397,-0.00000,-0.07570
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.02668,0.00652,0.12615	0.04309,0.01053,0.02759	0.16260,0.03973,-0.10380
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.02668,0.00652,0.12615	0.04309,0.01053,0.02759	0.16260,0.03973,-0.10380
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.02668,0.00652,0.12615	0.04309,0.01053,0.02759	0.16260,0.03973,-0.10380
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.06502,0.00610,0.10573	0.01717,0.00161,0.01804	0.17432,0.01635,-0.06848
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.06502,0.00610,0.10573	0.01717,0.00161,0.01804	0.17432,0.01635,-0.06848
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.06502,0.00610,0.10573	0.01717,0.00161,0.01804	0.17432,0.01635,-0.06848
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.06502,0.00610,0.10573	0.01717,0.00161,0.01804	0.17432,0.01635,-0.06848
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.06502,0.00610,0.10573	0.01717,0.00161,0.01804	0.17432,0.01635,-0.06848
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.06502,0.00610,0.10573	0.01717,0.00161,0.01804	0.17432,0.01635,-0.06848
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.06502,0.00610,0.10573	0.01717,0.00161,0.01804	0.17432,0.01635,-0.06848
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.04509,0.00000,0.11926	0.07971,-0.00000,0.02544	0.22614,-0.00000,-0.07924
