0.12903,-0.00601,-0.12173
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.07790,0.03380,0.08281	0.00085,0.00037,0.02854	0.04387,0.01903,-0.14525
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.08471,0.01968,0.07936	0.15782,0.03666,0.01328	0.12534,0.02911,-0.16360
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.08471,0.01968,0.07936	0.15782,0.03666,0.01328	0.12534,0.02911,-0.16360
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.08471,0.01968,0.07936	0.15782,0.03666,0.01328	0.12534,0.02911,-0.16360
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.08471,0.01968,0.07936	0.15782,0.03666,0.01328	0.12534,0.02911,-0.16360
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.08471,0.01968,0.07936	0.15782,0.03666,0.01328	0.12534,0.02911,-0.16360
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.03777,0.00406,0.12250	0.13291,0.01428,0.09343	0.13306,0.01430,-0.08657
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.03777,0.00406,0.12250	0.13291,0.01428,0.09343	0.13306,0.01430,-0.08657
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.03777,0.00406,0.12250	0.13291,0.01428,0.09343	0.13306,0.01430,-0.08657
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.09875,0.00000,0.04574	0.19212,-0.00000,0.00993	0.12766,-0.00000,-0.15813
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.09875,0.00000,0.04574	0.19212,-0.00000,0.00993	0.12766,-0.00000,-0.15813
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.09875,0.00000,0.04574	0.19212,-0.00000,0.00993	0.12766,-0.00000,-0.15813
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.09875,0.00000,0.04574	0.19212,-0.00000,0.00993	0.12766,-0.00000,-0.15813
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.07737,0.00667,0.09301	0.15512,0.01337,0.03049	0.13427,0.01157,-0.14829
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.07737,0.00667,0.09301	0.15512,0.01337,0.03049	0.13427,0.01157,-0.14829
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.07737,0.00667,0.09301	0.15512,0.01337,0.03049	0.13427,0.01157,-0.14829
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.07737,0.00667,0.09301	0.15512,0.01337,0.03049	0.13427,0.01157,-0.14829
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.07737,0.00667,0.09301	0.16553,0.01426,0.04642	0.11387,0.00981,-0.12595
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	-0.01041,-0.00045,0.12946	0.05237,0.00225,0.05167	0.12151,0.00523,-0.11450
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.00701,0.00036,0.12975	0.04413,0.00225,0.03692	0.13021,0.00664,-0.12110
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.00701,0.00036,0.12975	0.04413,0.00225,0.03692	0.13021,0.00664,-0.12110
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.00701,0.00036,0.12975	0.04413,0.00225,0.03692	0.13021,0.00664,-0.12110
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.00701,0.00036,0.12975	0.04413,0.00225,0.03692	0.13021,0.00664,-0.12110
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.00701,0.00036,0.12975	0.04413,0.00225,0.03692	0.13021,0.00664,-0.12110
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.00701,0.00036,0.12975	0.04413,0.00225,0.03692	0.13021,0.00664,-0.12110
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.00701,0.00036,0.12975	0.04413,0.00225,0.03692	0.13021,0.00664,-0.12110
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.00701,0.00036,0.12975	0.04413,0.00225,0.03692	0.13021,0.00664,-0.12110
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.00701,0.00036,0.12975	0.04413,0.00225,0.03692	0.13021,0.00664,-0.12110
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.00701,0.00036,0.12975	0.04413,0.00225,0.03692	0.13021,0.00664,-0.12110
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.00701,0.00036,0.12975	0.04413,0.00225,0.03692	0.13021,0.00664,-0.12110
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.00701,0.00036,0.12975	0.04413,0.00225,0.03692	0.13021,0.00664,-0.12110
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.00701,0.00036,0.12975	0.04413,0.00225,0.03692	0.13021,0.00664,-0.12110
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	-0.01042,0.00000,0.12946	0.05242,0.00000,0.05167	0.12163,-0.00000,-0.11450
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	-0.01042,0.00000,0.12946	0.05242,0.00000,0.05167	0.12163,-0.00000,-0.11450
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	-0.01042,0.00000,0.12946	0.05242,0.00000,0.05167	0.12163,-0.00000,-0.11450
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	-0.01042,0.00000,0.12946	0.05242,0.00000,0.05167	0.12163,-0.00000,-0.11450
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	-0.01042,0.00000,0.12946	0.05242,0.00000,0.05167	0.12163,-0.00000,-0.11450
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.01436,0.00000,0.12896	0.03992,0.00000,0.03229	0.13444,-0.00000,-0.12090
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.01436,0.00000,0.12896	0.03992,0.00000,0.03229	0.13444,-0.00000,-0.12090
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.01436,0.00000,0.12896	0.03992,0.00000,0.03229	0.13444,-0.00000,-0.12090
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.01436,0.00000,0.12896	0.03992,0.00000,0.03229	0.13444,-0.00000,-0.12090
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.01436,0.00000,0.12896	0.03992,0.00000,0.03229	0.13444,-0.00000,-0.12090
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.01436,0.00000,0.12896	0.03992,0.00000,0.03229	0.13444,-0.00000,-0.12090
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.01436,0.00000,0.12896	0.03992,0.00000,0.03229	0.13444,-0.00000,-0.12090
