0.00000,0.00000,0.00000
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	-0.09298,-0.03286,0.04657	-0.05282,-0.01867,0.13704	0.10073,0.03560,0.06036
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	-0.09298,-0.03286,0.04657	-0.05282,-0.01867,0.13704	0.10073,0.03560,0.06036
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.03331,-0.01140,0.12360	-0.04797,0.01642,0.07241	0.03921,-0.01342,-0.08222
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.03331,-0.01140,0.12360	-0.04797,0.01642,0.07241	0.03921,-0.01342,-0.08222
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.03331,-0.01140,0.12360	-0.04797,0.01642,0.07241	0.03921,-0.01342,-0.08222
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	-0.09178,0.01838,0.06521	-0.10062,0.02015,-0.03438	0.07515,-0.01505,-0.05063
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.02940,0.07269,0.09206	0.04913,0.12147,0.00702	-0.00827,-0.02044,-0.08769
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.00535,-0.03387,0.12394	-0.01017,0.06433,0.11317	-0.00714,0.04518,-0.06579
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.03331,-0.01140,0.12360	-0.06012,0.02058,0.10784	-0.03328,0.01139,-0.06991
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.03331,-0.01140,0.12360	-0.06012,0.02058,0.10784	-0.03328,0.01139,-0.06991
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	-0.03072,0.00871,0.12477	-0.10353,0.02935,0.05941	0.00965,-0.00274,-0.07683
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.00415,-0.01534,0.12873	-0.02009,0.07424,0.09149	-0.00258,0.00955,-0.07556
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.00093,-0.00407,0.12991	-0.01881,0.08258,0.08406	-0.00048,0.00211,-0.07590
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.00093,-0.00407,0.12991	-0.01881,0.08258,0.08406	-0.00048,0.00211,-0.07590
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.00093,-0.00407,0.12991	-0.01881,0.08258,0.08406	-0.00048,0.00211,-0.07590
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.00104,-0.00329,0.12994	-0.02582,0.08134,0.08394	-0.00077,0.00243,-0.07588
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.00104,-0.00329,0.12994	-0.02582,0.08134,0.08394	-0.00077,0.00243,-0.07588
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.00104,-0.00329,0.12994	-0.02582,0.08134,0.08394	-0.00077,0.00243,-0.07588
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.00104,-0.00329,0.12994	-0.02582,0.08134,0.08394	-0.00077,0.00243,-0.07588
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.00104,-0.00329,0.12994	-0.02582,0.08134,0.08394	-0.00077,0.00243,-0.07588
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.00053,-0.00031,0.13000	-0.07541,0.04409,0.08245	-0.00153,0.00089,-0.07590
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.00053,-0.00031,0.13000	-0.07541,0.04409,0.08245	-0.00153,0.00089,-0.07590
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.00053,-0.00031,0.13000	-0.07541,0.04409,0.08245	-0.00153,0.00089,-0.07590
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.00053,-0.00031,0.13000	-0.07541,0.04409,0.08245	-0.00153,0.00089,-0.07590
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.00053,-0.00031,0.13000	-0.07541,0.04409,0.08245	-0.00153,0.00089,-0.07590
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	-0.00075,-0.00121,0.12999	0.04564,0.07338,0.08220	0.00021,0.00034,-0.07591
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	-0.00075,-0.00121,0.12999	0.04564,0.07338,0.08220	0.00021,0.00034,-0.07591
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.00077,-0.00120,0.12999	-0.04677,0.07266,0.08220	-0.00022,0.00034,-0.07591
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.00077,-0.00120,0.12999	-0.04677,0.07266,0.08220	-0.00022,0.00034,-0.07591
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	-0.00049,0.00037,0.13000	-0.07003,0.05284,0.08088	0.00054,-0.00041,-0.07591
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	-0.00049,0.00037,0.13000	-0.07003,0.05284,0.08088	0.00054,-0.00041,-0.07591
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	-0.00049,0.00037,0.13000	-0.07003,0.05284,0.08088	0.00054,-0.00041,-0.07591
0.00000,0.00000,0.00000	0.00000,0.00000,0.03000	0.00033,-0.00000,0.13000	-0.08713,0.00000,0.08151	0.00014,0.00000,-0.07591
